JugadorID,Nombre del Juego,GPU del Jugador,RAM del Jugador (GB),GPU Requerida,RAM MÃ­nima Requerida (GB),Cumple Requisitos,Kills,Muertes,K/D Ratio,Precisión (%),Victorias,Horas Jugadas
J3218,Call of Duty WW2,RTX 3070 Ti,32,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,14615,5875,2.49,57.22,2273,6827
J7664,Call of Duty Black Ops,GTX 1080 Ti,32, AMD Radeon HD 6850,8,Sí,12887,1273,10.12,38.07,2333,5090
J4955,Call of Duty WW2,RTX 3060,8, ATI Radeon HD 3870,4,Sí,23427,859,27.27,21.81,709,3117
J9144,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, ATI Radeon HD 3870,8,Sí,19214,15691,1.22,13.33,1652,7376
J5355,Call of Duty Warzone,GTX 1080 Ti,16, AMD Radeon HD 7790,8,Sí,4829,1497,3.23,37.46,567,1974
J7661,Call of Duty Modern Warfare 3,RTX 3080,64, NVIDIA GeForce GTX 670,8,Sí,87643,20883,4.2,21.2,4270,9242
J9476,Call of Duty Modern Warfare 3,RTX 3080,64, ATI Radeon HD 3870,8,Sí,18873,14395,1.31,40.48,2138,7991
J9118,Call of Duty Modern Warfare II,RTX 3080,64, NVIDIA GeForce GTX 1050,4,Sí,39879,25406,1.57,21.19,360,7697
J3051,Call of Duty Warzone,GTX 1660 Super,8, AMD Radeon HD 6850,4,Sí,6434,4066,1.58,38.06,1660,6495
J1211,Call of Duty Warzone,RTX 3070 Ti,64, ATI Radeon HD 5770,8,Sí,4680,4567,1.02,27.91,169,1673
J1716,Call of Duty Modern Warfare 3,RTX 3080,16, NVIDIA GeForce GTX 670,8,Sí,33248,23735,1.4,47.2,1163,4168
J1283,Call of Duty Modern Warfare 3,GTX 1080 Ti,16, NVIDIA GeForce GTX 670,8,Sí,61770,36065,1.71,41.54,954,8785
J9756,Call of Duty Ghosts,AMD Radeon R9 380,8, NVIDIA GeForce GTX 660,4,Sí,566,415,1.36,47.38,28,106
J4779,Call of Duty Modern Warfare 3,AMD Radeon RX 570,64, AMD Radeon R9 270 / R7 370,4,Sí,5539,2375,2.33,17.18,307,1817
J6938,Call of Duty Black Ops,AMD Radeon R9 380,16, AMD Radeon HD 7850,8,Sí,839,500,1.68,37.29,148,1496
J3606,Call of Duty Vanguard,RTX 3080,8, AMD Radeon RX 460,8,Sí,37843,7797,4.85,20.73,83,4837
J1366,Call of Duty Modern Warfare II,RTX 3090,16,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,56945,49352,1.15,18.09,448,8633
J4287,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, ATI Radeon HD 3870,8,Sí,536,1,536.0,30.33,160,321
J1246,Call of Duty Black Ops,RTX 3080,64, ATI Radeon HD 5770,8,Sí,12127,6922,1.75,11.33,457,4921
J1120,Call of Duty Warzone,GTX 1660 Super,64, AMD Radeon HD 6850,4,Sí,71716,12933,5.55,57.97,613,7178
J9184,Call of Duty Modern Warfare II,RTX 3090,16,ATI Radeon HD 4850,8,Sí,2616,1,2616.0,34.87,1522,3246
J1761,Call of Duty WW2,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,8793,8206,1.07,44.43,326,2495
J4958,Call of Duty Modern Warfare II,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,8,Sí,80899,8829,9.16,52.84,2619,9782
J5855,Call of Duty Black Ops,AMD Radeon R9 380,16, AMD Radeon HD 7870,8,Sí,18819,13841,1.36,53.13,2107,9752
J7255,Call of Duty Modern Warfare II,GTX 1080 Ti,32, Intel HD 4000  or Radeon HD 7870,2,Sí,76326,41651,1.83,22.67,1864,9296
J1904,Call of Duty Black Ops,RTX 3070 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,58717,8552,6.87,10.3,2119,7326
J5630,Call of Duty Modern Warfare 3,RTX 3070 Ti,16,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,31379,14268,2.2,38.65,285,3344
J6426,Call of Duty Ghosts,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,144,118,1.22,40.55,3,27
J5055,Call of Duty Ghosts,RTX 3080,16,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,13886,7863,1.77,18.57,1576,6824
J2821,Call of Duty Modern Warfare 3,RTX 3080,8, NVIDIA GeForce GTX 670,8,Sí,27637,21110,1.31,16.4,2003,7238
J5777,Call of Duty Modern Warfare 3,RTX 3070 Ti,16,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,45002,37422,1.2,55.34,2391,8888
J9776,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7870,8,Sí,7537,340,22.17,19.34,358,1656
J3928,Call of Duty Black Ops,RTX 3060,32, AMD Radeon HD 7790,8,Sí,39861,26061,1.53,22.14,3162,7641
J6357,Call of Duty Modern Warfare II,RTX 3090,8,ATI Radeon HD 4850,8,Sí,2154,520,4.14,57.31,92,529
J6667,Call of Duty Modern Warfare II,GTX 1080 Ti,64,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,42201,19572,2.16,18.93,498,5155
J9366,Call of Duty Ghosts,RTX 3060,16, AMD Radeon HD 7770,8,Sí,32974,30553,1.08,35.12,1782,4911
J1678,Call of Duty WW2,GTX 1080 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,88507,82172,1.08,11.21,70,8944
J3086,Call of Duty Modern Warfare 3,RTX 2060 Super,64, AMD Radeon R9 270 / R7 370,8,Sí,17972,7300,2.46,43.01,1260,7686
J7298,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, ATI Radeon HD 3870,8,Sí,33611,32072,1.05,30.21,1172,3464
J7542,Call of Duty WW2,GTX 1660 Super,8, AMD Radeon R9 280,4,Sí,8744,6868,1.27,36.13,1439,7453
J7948,Call of Duty Modern Warfare 3,RTX 3070 Ti,64, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,54316,46473,1.17,48.45,2436,5937
J1261,Call of Duty Modern Warfare II,AMD Radeon RX 570,8, AMD Radeon HD 6570,4,Sí,7530,2443,3.08,23.92,202,5174
J1947,Call of Duty Vanguard,GTX 1660 Super,32, AMD Radeon HD 7850,8,Sí,39161,16801,2.33,45.13,4461,9392
J1936,Call of Duty Modern Warfare II,RTX 3090,16,ATI Radeon HD 4850,8,Sí,58385,15797,3.7,14.43,3548,9488
J1395,Call of Duty Modern Warfare II,AMD Radeon R9 380,8,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,11759,2530,4.65,28.48,303,2106
J5629,Call of Duty WW2,AMD Radeon RX 570,8, NVIDIA GeForce 510,2,Sí,20282,19752,1.03,10.3,1077,3272
J4923,Call of Duty Modern Warfare II,RTX 3090,32,ATI Radeon HD 4850,8,Sí,4791,3677,1.3,22.59,231,583
J7453,Call of Duty Vanguard,RTX 3090,32, AMD Radeon RX 560,8,Sí,17893,13784,1.3,23.37,491,2187
J9191,Call of Duty Modern Warfare II,RTX 3070 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,6532,4862,1.34,12.48,562,9118
J8191,Call of Duty Black Ops,AMD Radeon R9 380,16, AMD Radeon HD 7850,8,Sí,7216,2177,3.31,28.86,1139,3019
J8973,Call of Duty Modern Warfare II,GTX 1080 Ti,16, Intel HD 4000  or Radeon HD 7870,2,Sí,531,18,29.5,22.23,60,401
J4932,Call of Duty WW2,AMD Radeon RX 570,32, NVIDIA GeForce 510,2,Sí,32343,23752,1.36,48.08,3322,7477
J3696,Call of Duty Modern Warfare II,RTX 3090,32,ATI Radeon HD 4850,8,Sí,30147,8146,3.7,58.39,3531,7430
J7546,Call of Duty Modern Warfare 3,RTX 3070 Ti,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,70321,20066,3.5,47.37,1810,9064
J5926,Call of Duty Modern Warfare II,AMD Radeon R9 380,64, ATI Radeon 3000,4,Sí,59077,28148,2.1,11.86,366,8251
J4585,Call of Duty Modern Warfare II,AMD Radeon R9 380,8, ATI Radeon 3000,4,Sí,6910,6867,1.01,22.25,409,988
J6563,Call of Duty Modern Warfare 3,RTX 3080,8, NVIDIA GeForce GTX 670,8,Sí,1568,471,3.33,26.3,8,186
J1650,Call of Duty WW2,RTX 3090,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,12627,12555,1.01,27.41,592,1409
J5765,Call of Duty Black Ops,GTX 1080 Ti,16, AMD Radeon HD 6850,8,Sí,8973,7879,1.14,37.64,447,2002
J6852,Call of Duty Modern Warfare 3,GTX 1080 Ti,32, NVIDIA GeForce GTX 660,6,Sí,6178,1146,5.39,40.54,378,1289
J9155,Call of Duty Modern Warfare II,GTX 1080 Ti,64,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,11107,8751,1.27,36.81,2167,7691
J5134,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7870,8,Sí,248,155,1.6,48.38,3499,8371
J7109,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, ATI Radeon HD 3870,8,Sí,15672,14784,1.06,19.7,58,2080
J3865,Call of Duty Modern Warfare 3,AMD Radeon R9 380,8, AMD Radeon HD 7770,4,Sí,6887,4940,1.39,48.77,682,1849
J9653,Call of Duty Modern Warfare II,RTX 3070 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,12920,1585,8.15,32.54,189,3017
J3036,Call of Duty Ghosts,RTX 2060 Super,16, AMD Radeon HD 7870,8,Sí,27213,10752,2.53,52.96,391,3406
J8580,Call of Duty Vanguard,GTX 1660 Super,32, AMD Radeon HD 7850,8,Sí,279,144,1.94,24.82,2,41
J8954,Call of Duty WW2,AMD Radeon RX 570,8, NVIDIA GeForce 510,2,Sí,19878,1346,14.77,37.32,333,4066
J7000,Call of Duty Vanguard,RTX 3080,8, Intel HD 4000  or Radeon HD 7870,2,Sí,9731,4195,2.32,36.89,83,2461
J5126,Call of Duty Warzone,GTX 1080 Ti,32, AMD Radeon HD 7790,8,Sí,39271,25235,1.56,16.45,2114,7246
J7677,Call of Duty Black Ops,RTX 2060 Super,64,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,614,386,1.59,45.1,79,456
J6279,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, AMD Radeon HD 6570,4,Sí,26301,25548,1.03,23.47,1370,3530
J3609,Call of Duty Modern Warfare II,GTX 1080 Ti,8, Intel HD 4000  or Radeon HD 7870,2,Sí,7786,4550,1.71,31.18,1622,5420
J2231,Call of Duty Black Ops,GTX 1660 Super,64, NVIDIA GeForce GTX 1050,4,Sí,46535,9656,4.82,27.79,3051,6791
J3728,Call of Duty Vanguard,RTX 3090,8, AMD Radeon RX 560,8,Sí,4573,3955,1.16,16.21,333,1699
J4988,Call of Duty Ghosts,RTX 3090,32, AMD Radeon HD 6570,8,Sí,2475,1793,1.38,15.47,461,1255
J4298,Call of Duty Vanguard,GTX 1080 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,41125,17783,2.31,55.75,122,6122
J6164,Call of Duty WW2,GTX 1660 Super,16, AMD Radeon R9 280,4,Sí,37613,25883,1.45,39.78,3524,8249
J9286,Call of Duty Modern Warfare II,RTX 3070 Ti,64, AMD Radeon HD 7850,4,Sí,60828,39986,1.52,34.15,3899,8611
J4663,Call of Duty Modern Warfare II,GTX 1660 Super,16,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,49952,28750,1.74,10.49,2699,8004
J9766,Call of Duty Modern Warfare II,RTX 3060,64, NVIDIA GeForce GTX 1050,8,Sí,31815,11604,2.74,15.86,1073,6236
J5862,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7770,4,Sí,13215,11628,1.14,42.09,1779,4060
J2157,Call of Duty WW2,GTX 1080 Ti,64,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,13252,5281,2.51,51.4,3594,8787
J4167,Call of Duty Black Ops,GTX 1660 Super,16, NVIDIA GeForce GTX 1050,4,Sí,5098,2861,1.78,18.43,40,2706
J9177,Call of Duty Modern Warfare II,AMD Radeon R9 380,16, ATI Radeon 3000,4,Sí,69045,65633,1.05,10.11,3765,8737
J8374,Call of Duty Modern Warfare II,AMD Radeon R9 380,16, AMD Radeon HD 7790,4,Sí,31203,12374,2.52,16.0,3281,8192
J7978,Call of Duty Vanguard,RTX 3060,16, NVIDIA GeForce GTX 670,8,Sí,72412,18603,3.89,38.25,2584,8027
J7967,Call of Duty Modern Warfare 3,AMD Radeon RX 570,32, AMD Radeon R9 270 / R7 370,4,Sí,58519,2851,20.53,37.69,3256,9691
J5376,Call of Duty WW2,RTX 3060,64, NVIDIA GeForce GTX 660,4,Sí,63124,17430,3.62,21.93,2957,7387
J9315,Call of Duty Modern Warfare II,RTX 3070 Ti,32, AMD Radeon HD 7850,4,Sí,39790,2138,18.61,46.51,1328,7664
J9659,Call of Duty Ghosts,RTX 2060 Super,64, AMD Radeon HD 7770,4,Sí,7014,683,10.27,47.57,3400,7118
J2758,Call of Duty Black Ops,RTX 2060 Super,8,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,11898,6720,1.77,25.49,224,1418
J7988,Call of Duty Black Ops,GTX 1080 Ti,8, ATI Radeon HD 5770,8,Sí,43408,35685,1.22,32.97,1354,5932
J4067,Call of Duty Warzone,RTX 3080,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,27460,19001,1.45,40.67,788,3240
J6332,Call of Duty Black Ops,AMD Radeon R9 380,16, AMD Radeon HD 7770,4,Sí,26372,11470,2.3,26.16,1035,7662
J8111,Call of Duty WW2,RTX 3090,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,453,350,1.29,24.72,18,59
J9089,Call of Duty Modern Warfare II,GTX 1080 Ti,32,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,40161,25708,1.56,19.07,1299,6581
J9523,Call of Duty Modern Warfare 3,RTX 3070 Ti,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,86988,69264,1.26,49.61,4342,9245
J9450,Call of Duty Vanguard,GTX 1080 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,31210,5452,5.72,29.36,1350,3318
J1345,Call of Duty Modern Warfare II,RTX 3070 Ti,16, AMD Radeon HD 7850,4,Sí,2536,262,9.68,48.53,177,785
J4749,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, AMD Radeon HD 6570,4,Sí,66411,35855,1.85,24.02,2972,9335
J5892,Call of Duty WW2,RTX 2060 Super,8, AMD Radeon HD 7850,8,Sí,27611,1296,21.3,31.71,647,7509
J9022,Call of Duty WW2,RTX 3090,64, ATI Radeon HD 5870,8,Sí,54708,44426,1.23,57.61,159,7932
J5297,Call of Duty Black Ops,AMD Radeon R9 380,8, AMD Radeon HD 7770,4,Sí,42239,31183,1.35,54.53,228,6513
J2817,Call of Duty Warzone,RTX 3080,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,3461,1432,2.42,39.25,165,471
J7157,Call of Duty WW2,RTX 3090,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,47555,34895,1.36,10.66,479,9569
J5992,Call of Duty Modern Warfare II,AMD Radeon R9 380,8, AMD Radeon HD 7790,4,Sí,3283,1040,3.16,37.2,1123,6727
J5128,Call of Duty Vanguard,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,30081,27960,1.08,14.13,3127,6327
J6829,Call of Duty Warzone,GTX 1660 Super,32, AMD Radeon HD 6850,4,Sí,5286,2868,1.84,34.54,0,954
J3725,Call of Duty Ghosts,GTX 1660 Super,16, NVIDIA GeForce GTX 660,8,Sí,3429,491,6.98,46.12,884,3418
J9079,Call of Duty Modern Warfare II,AMD Radeon R9 380,64, AMD Radeon HD 7790,4,Sí,24491,9113,2.69,28.33,209,6372
J3256,Call of Duty Black Ops,AMD Radeon RX 570,8,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,7201,275,26.19,30.93,2065,5290
J3619,Call of Duty Modern Warfare 3,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,6,Sí,48429,43192,1.12,24.46,3228,9660
J9260,Call of Duty Modern Warfare 3,AMD Radeon R9 380,32,Card,4,Sí,910,227,4.01,43.51,0,894
J3775,Call of Duty Modern Warfare II,RTX 3090,16,2GB GTX 750,8,Sí,25355,18697,1.36,48.56,1038,6378
J8547,Call of Duty Black Ops,GTX 1660 Super,8, AMD Radeon HD 6850,8,Sí,41451,39365,1.05,44.47,1421,8261
J5385,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64,Card,4,Sí,15007,3087,4.86,20.03,1721,4126
J3970,Call of Duty Vanguard,GTX 1660 Super,64, NVIDIA GeForce 6600,8,Sí,1114,902,1.24,54.8,56,211
J8796,Call of Duty Black Ops,RTX 3060,32,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,5593,4647,1.2,12.45,207,703
J5237,Call of Duty Modern Warfare 3,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,6,Sí,13879,11540,1.2,47.3,1617,3722
J9983,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7850,8,Sí,16504,11348,1.45,30.54,158,2665
J7494,Call of Duty Modern Warfare II,AMD Radeon R9 380,32,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,41716,18885,2.21,14.55,843,4203
J9253,Call of Duty Modern Warfare 3,RTX 3070 Ti,64, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,2051,567,3.62,42.75,549,6553
J3198,Call of Duty WW2,RTX 2060 Super,8, AMD Radeon HD 7850,8,Sí,71949,48992,1.47,39.48,1845,9833
J1002,Call of Duty Modern Warfare 3,RTX 3080,32, ATI Radeon HD 3870,8,Sí,79268,6559,12.09,20.66,961,8864
J2030,Call of Duty Vanguard,GTX 1080 Ti,64,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,2635,1299,2.03,42.0,136,461
J6816,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, ATI Radeon HD 3870,8,Sí,52049,46075,1.13,20.63,2657,6986
J5724,Call of Duty Warzone,GTX 1660 Super,16, AMD Radeon HD 6850,4,Sí,9377,7316,1.28,41.39,3141,6308
J1783,Call of Duty Black Ops,GTX 1080 Ti,64, NVIDIA GeForce GTX 660,8,Sí,4233,520,8.14,24.58,783,1594
J3518,Call of Duty Modern Warfare II,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,3069,2758,1.11,10.81,124,1384
J1433,Call of Duty Modern Warfare II,GTX 1660 Super,64,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,27349,2918,9.37,18.51,104,2869
J7911,Call of Duty WW2,RTX 3060,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,25905,18154,1.43,52.65,1605,3232
J2394,Call of Duty Black Ops,RTX 3060,64,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,15682,15059,1.04,10.46,3026,7283
J9593,Call of Duty Black Ops,RTX 3080,64,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,83957,25311,3.32,21.46,719,8475
J3295,Call of Duty Modern Warfare II,RTX 3060,32, NVIDIA GeForce GTX 1050,8,Sí,12337,10468,1.18,11.13,1602,4385
J3780,Call of Duty Vanguard,RTX 3060,64, NVIDIA GeForce GTX 670,8,Sí,404,394,1.03,53.84,36,115
J1010,Call of Duty Ghosts,GTX 1660 Super,16, NVIDIA GeForce GTX 660,8,Sí,5873,4399,1.34,17.98,115,1251
J3274,Call of Duty Modern Warfare II,RTX 3080,32, NVIDIA GeForce GTX 1050,4,Sí,5586,558,10.01,20.1,359,4635
J7270,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, AMD Radeon HD 6570,4,Sí,8557,8251,1.04,45.03,1402,2978
J8332,Call of Duty Modern Warfare II,RTX 3090,64,2GB GTX 750,8,Sí,40166,15418,2.61,28.64,3355,8134
J4326,Call of Duty Modern Warfare II,AMD Radeon R9 380,64,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,14291,6080,2.35,19.3,721,2239
J6820,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, ATI Radeon HD 3870,8,Sí,47556,268,177.45,24.79,1928,8524
J7366,Call of Duty WW2,RTX 2060 Super,16, AMD Radeon HD 7850,8,Sí,3745,367,10.2,56.32,76,703
J8938,Call of Duty Warzone,RTX 3080,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,76428,14173,5.39,16.24,1365,9413
J8176,Call of Duty Ghosts,RTX 3060,16, AMD Radeon HD 7770,8,Sí,24125,9198,2.62,32.8,2779,6856
J5523,Call of Duty Vanguard,RTX 2060 Super,16, AMD Radeon X1600,4,Sí,12870,10091,1.28,36.16,731,6492
J2679,Call of Duty Vanguard,GTX 1660 Super,64, NVIDIA GeForce 6600,8,Sí,8255,5683,1.45,54.84,444,991
J7133,Call of Duty Modern Warfare 3,RTX 3070 Ti,8, NVIDIA GeForce 6600,4,Sí,20943,10264,2.04,35.19,2367,9353
J9411,Call of Duty Vanguard,RTX 2060 Super,16, AMD Radeon X1600,4,Sí,7033,492,14.29,30.79,849,1955
J2951,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 670,8,Sí,21804,3590,6.07,34.88,161,6686
J6143,Call of Duty Ghosts,RTX 3080,32, AMD Radeon R9 270,8,Sí,30633,22947,1.33,24.09,1514,3236
J2063,Call of Duty Vanguard,RTX 2060 Super,64, AMD Radeon X1600,4,Sí,7301,2386,3.06,36.72,348,744
J6241,Call of Duty Modern Warfare 3,RTX 3070 Ti,64, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,11618,2071,5.61,51.99,1237,4256
J7226,Call of Duty Modern Warfare II,RTX 3060,64, NVIDIA GeForce GTX 1050,8,Sí,21088,7216,2.92,34.27,1408,3155
J4315,Call of Duty Vanguard,RTX 3060,32, NVIDIA GeForce GTX 670,8,Sí,679,589,1.15,44.01,477,2845
J1875,Call of Duty Vanguard,GTX 1660 Super,16, NVIDIA GeForce 6600,8,Sí,4991,4945,1.01,18.59,264,1038
J6890,Call of Duty Modern Warfare II,GTX 1660 Super,64,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,95455,64029,1.49,58.45,3898,9763
J4247,Call of Duty Ghosts,RTX 3060,32, AMD Radeon HD 7770,8,Sí,56636,12596,4.5,19.69,3694,7958
J4436,Call of Duty Modern Warfare 3,GTX 1080 Ti,64, NVIDIA GeForce GTX 670,8,Sí,706,226,3.12,20.24,2307,4621
J4231,Call of Duty Black Ops,RTX 3060,8,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,79229,1404,56.43,24.74,1063,8017
J2909,Call of Duty Modern Warfare 3,GTX 1080 Ti,32, NVIDIA GeForce GTX 670,8,Sí,29780,24920,1.2,32.64,689,6349
J4938,Call of Duty Vanguard,RTX 3080,8, AMD Radeon RX 460,8,Sí,27188,21857,1.24,50.94,1633,8941
J7180,Call of Duty Modern Warfare II,GTX 1080 Ti,8, Intel HD 4000  or Radeon HD 7870,2,Sí,686,494,1.39,58.98,15,123
J6830,Call of Duty Warzone,RTX 3080,16, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,32241,8325,3.87,39.92,1173,4524
J9653,Call of Duty WW2,RTX 3060,8, NVIDIA GeForce GTX 660,4,Sí,49641,25428,1.95,33.46,1536,8110
J4664,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,32097,25431,1.26,18.59,1483,3435
J3744,Call of Duty Warzone,RTX 3070 Ti,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,4603,1480,3.11,14.01,709,2818
J8897,Call of Duty WW2,RTX 2060 Super,32, AMD Radeon HD 7850,8,Sí,18709,829,22.57,45.37,2818,5903
J2595,Call of Duty Warzone,GTX 1080 Ti,32, AMD Radeon HD 7790,8,Sí,20815,7204,2.89,51.43,7,3513
J3367,Call of Duty Black Ops,RTX 3070 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,36620,27329,1.34,37.3,499,4402
J4551,Call of Duty Ghosts,RTX 2060 Super,64, AMD Radeon HD 7770,4,Sí,19726,6602,2.99,34.08,3308,8112
J6052,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7770,4,Sí,49343,32880,1.5,49.72,2442,6801
J6201,Call of Duty Modern Warfare II,RTX 3090,16,2GB GTX 750,8,Sí,11865,10632,1.12,37.19,550,9079
J9724,Call of Duty WW2,RTX 3080,16, NVIDIA GeForce GTX 660,8,Sí,614,120,5.12,41.98,2157,5952
J8145,Call of Duty Black Ops,GTX 1660 Super,8, AMD Radeon HD 6850,8,Sí,15157,6222,2.44,17.99,1171,3444
J8956,Call of Duty Modern Warfare II,RTX 3080,64, NVIDIA GeForce GTX 1050,4,Sí,15184,10142,1.5,45.2,2465,5832
J9187,Call of Duty Modern Warfare 3,GTX 1080 Ti,16, NVIDIA GeForce GTX 670,8,Sí,23244,3249,7.15,48.02,1153,2453
J3430,Call of Duty Black Ops,GTX 1080 Ti,16, ATI Radeon HD 5770,8,Sí,10903,7132,1.53,17.22,4658,9391
J2534,Call of Duty Modern Warfare II,RTX 3060,16, NVIDIA GeForce GTX 1050,8,Sí,2873,1656,1.73,47.76,952,5950
J4389,Call of Duty Warzone,RTX 3070 Ti,64,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,24427,23888,1.02,23.08,2777,6323
